False Positive Rate,True Positive Rate,Thresholds
0.0,0.0,2.0
0.0,0.008032128514056224,1.0
0.0,0.01606425702811245,0.998
0.0,0.024096385542168676,0.9969999999999999
0.0,0.040160642570281124,0.9950000000000001
0.0,0.060240963855421686,0.9920000000000002
0.0,0.07630522088353414,0.992
0.0,0.08032128514056225,0.991
0.0,0.08835341365461848,0.99
0.0,0.10441767068273092,0.9869999999999999
0.0,0.11244979919678715,0.986
0.0,0.1566265060240964,0.9730000000000001
0.0,0.1686746987951807,0.9720000000000001
0.0,0.18473895582329317,0.9699024390243902
0.0,0.1927710843373494,0.969
0.0,0.2289156626506024,0.9557809523809523
0.0,0.23694779116465864,0.9550000000000001
0.0,0.24497991967871485,0.953
0.0,0.25301204819277107,0.9490000000000001
0.0,0.27309236947791166,0.9359999999999999
0.0,0.2891566265060241,0.933
0.0,0.30120481927710846,0.9279999999999999
0.0,0.3172690763052209,0.925
0.0,0.3413654618473896,0.9107558551734585
0.0,0.3534136546184739,0.909
0.0,0.40160642570281124,0.8840000000000001
0.0,0.40963855421686746,0.884
0.0,0.42168674698795183,0.882
0.0,0.4578313253012048,0.866
0.0,0.46586345381526106,0.8630000000000001
0.0,0.46987951807228917,0.8628
0.0,0.4859437751004016,0.859
0.0,0.4979919678714859,0.8492474226804125
0.0,0.5100401606425703,0.849
0.0,0.5381526104417671,0.8357354978354978
0.0,0.5461847389558233,0.8230000000000001
0.0,0.5502008032128514,0.8219999999999998
0.004273504273504274,0.5502008032128514,0.8210000000000001
0.004273504273504274,0.5542168674698795,0.8209344262295082
0.008547008547008548,0.5542168674698795,0.817
0.008547008547008548,0.5662650602409639,0.8154914285714285
0.01282051282051282,0.5662650602409639,0.8098029782359679
0.01282051282051282,0.6385542168674698,0.757
0.021367521367521368,0.6385542168674698,0.752
0.021367521367521368,0.6465863453815262,0.7475000000000002
0.02564102564102564,0.6465863453815262,0.7449809523809524
0.02564102564102564,0.6666666666666666,0.7340000000000001
0.02564102564102564,0.6746987951807228,0.733
0.02564102564102564,0.6987951807228916,0.7228089716840537
0.03418803418803419,0.6987951807228916,0.72
0.03418803418803419,0.7068273092369478,0.716
0.038461538461538464,0.7068273092369478,0.7150000000000001
0.038461538461538464,0.7228915662650602,0.7072474226804124
0.042735042735042736,0.7228915662650602,0.7070000000000001
0.042735042735042736,0.7269076305220884,0.7049999999999998
0.05128205128205128,0.7269076305220884,0.7000000000000002
0.05128205128205128,0.7429718875502008,0.6960000000000001
0.05555555555555555,0.7469879518072289,0.6950000000000001
0.05555555555555555,0.751004016064257,0.693
0.0641025641025641,0.751004016064257,0.6920000000000001
0.0641025641025641,0.7550200803212851,0.6899999999999998
0.06837606837606838,0.7550200803212851,0.686
0.06837606837606838,0.7630522088353414,0.6822474226804124
0.06837606837606838,0.7710843373493976,0.678
0.06837606837606838,0.7791164658634538,0.6669310344827585
0.06837606837606838,0.7871485943775101,0.6649999999999999
0.07692307692307693,0.7871485943775101,0.6559999999999999
0.07692307692307693,0.7911646586345381,0.6558089716840536
0.08974358974358974,0.7911646586345381,0.6519999999999999
0.08974358974358974,0.8032128514056225,0.6380000000000001
0.08974358974358974,0.8112449799196787,0.631
0.08974358974358974,0.8232931726907631,0.6062474226804124
0.09401709401709402,0.8232931726907631,0.603
0.09401709401709402,0.8273092369477911,0.6029344262295082
0.09829059829059829,0.8273092369477911,0.599
0.09829059829059829,0.8313253012048193,0.594
0.10256410256410256,0.8313253012048193,0.578
0.10256410256410256,0.8433734939759037,0.575
0.10683760683760683,0.8433734939759037,0.5640000000000001
0.10683760683760683,0.8473895582329317,0.5589999999999999
0.1111111111111111,0.8514056224899599,0.556
0.1111111111111111,0.8634538152610441,0.5509999999999999
0.1111111111111111,0.8674698795180723,0.55
0.11965811965811966,0.8674698795180723,0.5459999999999999
0.11965811965811966,0.8755020080321285,0.536
0.12393162393162394,0.8755020080321285,0.5280000000000001
0.12393162393162394,0.8875502008032129,0.522
0.1282051282051282,0.8875502008032129,0.499
0.1282051282051282,0.8955823293172691,0.4720000000000001
0.14957264957264957,0.8955823293172691,0.44800000000000006
0.14957264957264957,0.8995983935742972,0.44699999999999995
0.1581196581196581,0.8995983935742972,0.43824742268041234
0.17094017094017094,0.8995983935742972,0.437
0.17094017094017094,0.9076305220883534,0.43199999999999994
0.1752136752136752,0.9076305220883534,0.41999999999999993
0.1752136752136752,0.9116465863453815,0.4170000000000001
0.19230769230769232,0.9116465863453815,0.41
0.19230769230769232,0.9156626506024096,0.40199999999999997
0.20512820512820512,0.9156626506024096,0.383
0.20512820512820512,0.9196787148594378,0.38299999999999995
0.2264957264957265,0.9196787148594378,0.35900000000000004
0.2264957264957265,0.9236947791164659,0.355
0.23931623931623933,0.9236947791164659,0.348
0.23931623931623933,0.927710843373494,0.3452474226804124
0.24358974358974358,0.927710843373494,0.34500000000000003
0.24358974358974358,0.9317269076305221,0.34199999999999997
0.25213675213675213,0.9317269076305221,0.335
0.25213675213675213,0.9357429718875502,0.33000000000000007
0.2606837606837607,0.9357429718875502,0.32599999999999996
0.2777777777777778,0.9357429718875502,0.323
0.2863247863247863,0.9357429718875502,0.31699999999999995
0.2863247863247863,0.9397590361445783,0.314
0.2948717948717949,0.9397590361445783,0.3092474226804124
0.3034188034188034,0.9397590361445783,0.304
0.3974358974358974,0.9397590361445783,0.244
0.405982905982906,0.9397590361445783,0.242
0.4444444444444444,0.9397590361445783,0.22399999999999998
0.44871794871794873,0.9437751004016064,0.22200000000000003
0.452991452991453,0.9437751004016064,0.22199999999999998
0.46153846153846156,0.9437751004016064,0.21799999999999997
0.4658119658119658,0.9437751004016064,0.21100000000000002
0.4658119658119658,0.9477911646586346,0.20800000000000002
0.47863247863247865,0.9477911646586346,0.19799999999999998
0.47863247863247865,0.9518072289156626,0.192
0.47863247863247865,0.9598393574297188,0.189
0.5,0.9598393574297188,0.179
0.5085470085470085,0.9598393574297188,0.175
0.5170940170940171,0.9598393574297188,0.16799999999999998
0.5170940170940171,0.9678714859437751,0.16124742268041237
0.5256410256410257,0.9678714859437751,0.161
0.5683760683760684,0.9678714859437751,0.14600000000000002
0.5683760683760684,0.9718875502008032,0.14299999999999996
0.6111111111111112,0.9718875502008032,0.13
0.6111111111111112,0.9759036144578314,0.129
0.6196581196581197,0.9759036144578314,0.124
0.6196581196581197,0.9799196787148594,0.12300000000000003
0.6239316239316239,0.9799196787148594,0.123
0.6239316239316239,0.9839357429718876,0.122
0.6282051282051282,0.9839357429718876,0.12
0.6452991452991453,0.9839357429718876,0.119
0.6495726495726496,0.9879518072289156,0.11800000000000002
0.6623931623931624,0.9879518072289156,0.11300000000000002
0.6709401709401709,0.9879518072289156,0.11199999999999999
0.6837606837606838,0.9879518072289156,0.11100000000000002
0.6923076923076923,0.9879518072289156,0.11000000000000001
0.7051282051282052,0.9879518072289156,0.10400000000000001
0.7136752136752137,0.9879518072289156,0.10300000000000001
0.7136752136752137,0.9919678714859438,0.10200000000000002
0.7350427350427351,0.9919678714859438,0.09799999999999999
0.7435897435897436,0.9919678714859438,0.097
0.7564102564102564,0.9919678714859438,0.095
0.7564102564102564,0.9959839357429718,0.09400000000000001
0.782051282051282,0.9959839357429718,0.08624742268041238
0.7905982905982906,0.9959839357429718,0.086
0.7991452991452992,0.9959839357429718,0.083
0.8076923076923077,0.9959839357429718,0.08
0.8290598290598291,0.9959839357429718,0.07600000000000001
0.8376068376068376,0.9959839357429718,0.076
0.8589743589743589,0.9959839357429718,0.071
0.8675213675213675,0.9959839357429718,0.07000000000000002
0.8888888888888888,0.9959839357429718,0.06400000000000002
0.8931623931623932,1.0,0.062
0.8974358974358975,1.0,0.060999999999999985
0.905982905982906,1.0,0.05900000000000001
0.9230769230769231,1.0,0.05500000000000001
0.9358974358974359,1.0,0.054000000000000006
0.9444444444444444,1.0,0.051000000000000004
1.0,1.0,0.016000000000000004
