FPR,TPR
0.0,0.0
0.0,0.0037593984962406013
0.0,0.14285714285714285
0.00027100271002710027,0.14285714285714285
0.00027100271002710027,0.21428571428571427
0.0005420054200542005,0.21428571428571427
0.0005420054200542005,0.23308270676691728
0.0008130081300813008,0.23308270676691728
0.0008130081300813008,0.2518796992481203
0.001084010840108401,0.2518796992481203
0.001084010840108401,0.2706766917293233
0.0013550135501355014,0.2706766917293233
0.0013550135501355014,0.3007518796992481
0.0016260162601626016,0.3007518796992481
0.0016260162601626016,0.30451127819548873
0.001897018970189702,0.30451127819548873
0.001897018970189702,0.3308270676691729
0.002168021680216802,0.3308270676691729
0.002168021680216802,0.38345864661654133
0.0024390243902439024,0.38345864661654133
0.0024390243902439024,0.38721804511278196
0.002981029810298103,0.38721804511278196
0.002981029810298103,0.39849624060150374
0.0032520325203252032,0.39849624060150374
0.0032520325203252032,0.40225563909774437
0.004336043360433604,0.40225563909774437
0.004336043360433604,0.40977443609022557
0.004878048780487805,0.40977443609022557
0.004878048780487805,0.41729323308270677
0.005962059620596206,0.41729323308270677
0.005962059620596206,0.42105263157894735
0.00921409214092141,0.42105263157894735
0.00921409214092141,0.424812030075188
0.01002710027100271,0.424812030075188
0.01002710027100271,0.4398496240601504
0.01084010840108401,0.4398496240601504
0.01084010840108401,0.44360902255639095
0.011382113821138212,0.44360902255639095
0.011382113821138212,0.4473684210526316
0.013008130081300813,0.4473684210526316
0.013008130081300813,0.4548872180451128
0.016802168021680216,0.4548872180451128
0.016802168021680216,0.462406015037594
0.02195121951219512,0.462406015037594
0.02195121951219512,0.46616541353383456
0.022764227642276424,0.46616541353383456
0.022764227642276424,0.48120300751879697
0.023577235772357725,0.48120300751879697
0.023577235772357725,0.4849624060150376
0.026287262872628725,0.4849624060150376
0.026287262872628725,0.48872180451127817
0.027371273712737128,0.48872180451127817
0.027371273712737128,0.4924812030075188
0.028184281842818428,0.4924812030075188
0.028184281842818428,0.49624060150375937
0.02926829268292683,0.49624060150375937
0.02926829268292683,0.5
0.02981029810298103,0.5
0.02981029810298103,0.5037593984962406
0.03035230352303523,0.5037593984962406
0.03035230352303523,0.5075187969924813
0.032791327913279135,0.5075187969924813
0.032791327913279135,0.5150375939849624
0.034959349593495934,0.5150375939849624
0.034959349593495934,0.518796992481203
0.03739837398373984,0.518796992481203
0.03739837398373984,0.5263157894736842
0.03848238482384824,0.5263157894736842
0.03848238482384824,0.5300751879699248
0.04607046070460705,0.5300751879699248
0.04607046070460705,0.5338345864661654
0.04715447154471545,0.5338345864661654
0.04715447154471545,0.5375939849624061
0.04905149051490515,0.5375939849624061
0.04905149051490515,0.5413533834586466
0.05230352303523035,0.5413533834586466
0.05230352303523035,0.5451127819548872
0.05907859078590786,0.5451127819548872
0.05907859078590786,0.5488721804511278
0.05934959349593496,0.5488721804511278
0.05934959349593496,0.5526315789473685
0.061517615176151765,0.5526315789473685
0.061517615176151765,0.556390977443609
0.06422764227642276,0.556390977443609
0.06422764227642276,0.5601503759398496
0.06449864498644986,0.5601503759398496
0.06449864498644986,0.5639097744360902
0.06585365853658537,0.5639097744360902
0.06585365853658537,0.5714285714285714
0.06747967479674796,0.5714285714285714
0.06747967479674796,0.575187969924812
0.06802168021680217,0.575187969924812
0.06802168021680217,0.5827067669172933
0.07425474254742548,0.5827067669172933
0.07425474254742548,0.5864661654135338
0.07588075880758807,0.5864661654135338
0.07588075880758807,0.5902255639097744
0.07696476964769648,0.5902255639097744
0.07696476964769648,0.5939849624060151
0.08184281842818428,0.5939849624060151
0.08184281842818428,0.5977443609022557
0.08428184281842818,0.5977443609022557
0.08428184281842818,0.6090225563909775
0.08672086720867209,0.6090225563909775
0.08672086720867209,0.6127819548872181
0.0883468834688347,0.6127819548872181
0.0883468834688347,0.6165413533834586
0.0886178861788618,0.6165413533834586
0.0886178861788618,0.6203007518796992
0.08943089430894309,0.6203007518796992
0.08943089430894309,0.6240601503759399
0.09024390243902439,0.6240601503759399
0.09024390243902439,0.6278195488721805
0.0921409214092141,0.6278195488721805
0.0921409214092141,0.6353383458646616
0.0978319783197832,0.6353383458646616
0.0978319783197832,0.6390977443609023
0.0997289972899729,0.6390977443609023
0.0997289972899729,0.6428571428571429
0.1018970189701897,0.6428571428571429
0.1018970189701897,0.6466165413533834
0.10271002710027101,0.6466165413533834
0.10271002710027101,0.650375939849624
0.1040650406504065,0.650375939849624
0.1040650406504065,0.6541353383458647
0.10650406504065041,0.6541353383458647
0.10650406504065041,0.6578947368421053
0.1070460704607046,0.6578947368421053
0.1070460704607046,0.6616541353383458
0.11842818428184282,0.6616541353383458
0.11842818428184282,0.6654135338345865
0.12195121951219512,0.6654135338345865
0.12195121951219512,0.6729323308270677
0.12330623306233063,0.6729323308270677
0.12330623306233063,0.6766917293233082
0.13170731707317074,0.6766917293233082
0.13170731707317074,0.6804511278195489
0.13360433604336044,0.6804511278195489
0.13360433604336044,0.6842105263157895
0.13766937669376694,0.6842105263157895
0.13766937669376694,0.6879699248120301
0.13929539295392954,0.6879699248120301
0.13929539295392954,0.6954887218045113
0.14037940379403793,0.6954887218045113
0.14037940379403793,0.6992481203007519
0.14308943089430895,0.6992481203007519
0.14308943089430895,0.706766917293233
0.14471544715447154,0.706766917293233
0.14471544715447154,0.7105263157894737
0.14823848238482384,0.7105263157894737
0.14823848238482384,0.7142857142857143
0.15040650406504066,0.7142857142857143
0.15040650406504066,0.7180451127819549
0.15257452574525746,0.7180451127819549
0.15257452574525746,0.7218045112781954
0.15284552845528454,0.7218045112781954
0.15284552845528454,0.7255639097744361
0.15338753387533877,0.7255639097744361
0.15338753387533877,0.7293233082706767
0.15962059620596206,0.7293233082706767
0.15962059620596206,0.7330827067669173
0.17425474254742548,0.7330827067669173
0.17425474254742548,0.7368421052631579
0.18102981029810297,0.7368421052631579
0.18102981029810297,0.7406015037593985
0.18346883468834688,0.7406015037593985
0.18346883468834688,0.7443609022556391
0.1842818428184282,0.7443609022556391
0.1842818428184282,0.7518796992481203
0.18482384823848239,0.7518796992481203
0.18482384823848239,0.7556390977443609
0.1948509485094851,0.7556390977443609
0.1948509485094851,0.7593984962406015
0.2097560975609756,0.7593984962406015
0.2097560975609756,0.7631578947368421
0.21707317073170732,0.7631578947368421
0.21707317073170732,0.7669172932330827
0.22195121951219512,0.7669172932330827
0.22195121951219512,0.7706766917293233
0.22439024390243903,0.7706766917293233
0.22439024390243903,0.7744360902255639
0.22818428184281841,0.7744360902255639
0.22818428184281841,0.7781954887218046
0.24227642276422764,0.7781954887218046
0.24227642276422764,0.7819548872180451
0.24498644986449863,0.7819548872180451
0.24498644986449863,0.7857142857142857
0.26558265582655827,0.7857142857142857
0.26558265582655827,0.7894736842105263
0.2815718157181572,0.7894736842105263
0.2815718157181572,0.793233082706767
0.2850948509485095,0.793233082706767
0.2850948509485095,0.7969924812030075
0.2875338753387534,0.7969924812030075
0.2875338753387534,0.8007518796992481
0.3262872628726287,0.8007518796992481
0.3262872628726287,0.8082706766917294
0.3322493224932249,0.8082706766917294
0.3322493224932249,0.8120300751879699
0.33495934959349594,0.8120300751879699
0.33495934959349594,0.8157894736842105
0.34308943089430893,0.8157894736842105
0.34308943089430893,0.8195488721804511
0.34959349593495936,0.8195488721804511
0.34959349593495936,0.8233082706766918
0.35555555555555557,0.8233082706766918
0.35555555555555557,0.8308270676691729
0.35663956639566397,0.8308270676691729
0.35663956639566397,0.8345864661654135
0.36693766937669375,0.8345864661654135
0.36693766937669375,0.8383458646616542
0.36937669376693766,0.8383458646616542
0.36937669376693766,0.8421052631578947
0.3794037940379404,0.8421052631578947
0.3794037940379404,0.8458646616541353
0.3796747967479675,0.8458646616541353
0.3796747967479675,0.849624060150376
0.4040650406504065,0.849624060150376
0.4040650406504065,0.8533834586466166
0.42140921409214094,0.8533834586466166
0.42140921409214094,0.8571428571428571
0.42276422764227645,0.8571428571428571
0.42276422764227645,0.8609022556390977
0.42845528455284554,0.8609022556390977
0.42845528455284554,0.8646616541353384
0.4644986449864499,0.8646616541353384
0.4644986449864499,0.868421052631579
0.4666666666666667,0.868421052631579
0.4666666666666667,0.8721804511278195
0.4742547425474255,0.8721804511278195
0.4742547425474255,0.8759398496240601
0.5035230352303524,0.8759398496240601
0.5035230352303524,0.8796992481203008
0.5089430894308943,0.8796992481203008
0.5089430894308943,0.8834586466165414
0.510569105691057,0.8834586466165414
0.510569105691057,0.8872180451127819
0.5281842818428184,0.8872180451127819
0.5281842818428184,0.8909774436090225
0.5344173441734418,0.8909774436090225
0.5344173441734418,0.8947368421052632
0.6016260162601627,0.8947368421052632
0.6016260162601627,0.8984962406015038
0.6173441734417344,0.8984962406015038
0.6173441734417344,0.9022556390977443
0.6200542005420054,0.9022556390977443
0.6200542005420054,0.9060150375939849
0.6327913279132791,0.9060150375939849
0.6327913279132791,0.9097744360902256
0.6417344173441735,0.9097744360902256
0.6417344173441735,0.9135338345864662
0.6490514905149052,0.9135338345864662
0.6490514905149052,0.9172932330827067
0.6585365853658537,0.9172932330827067
0.6585365853658537,0.9210526315789473
0.7040650406504065,0.9210526315789473
0.7040650406504065,0.924812030075188
0.7130081300813008,0.924812030075188
0.7130081300813008,0.9285714285714286
0.7138211382113822,0.9285714285714286
0.7138211382113822,0.9323308270676691
0.7235772357723578,0.9323308270676691
0.7235772357723578,0.9360902255639098
0.7289972899728997,0.9360902255639098
0.7289972899728997,0.9398496240601504
0.7514905149051491,0.9398496240601504
0.7514905149051491,0.943609022556391
0.7742547425474254,0.943609022556391
0.7742547425474254,0.9473684210526315
0.7796747967479675,0.9473684210526315
0.7796747967479675,0.9511278195488722
0.7897018970189702,0.9511278195488722
0.7897018970189702,0.9548872180451128
0.832520325203252,0.9548872180451128
0.832520325203252,0.9586466165413534
0.8363143631436314,0.9586466165413534
0.8363143631436314,0.9624060150375939
0.8509485094850948,0.9624060150375939
0.8509485094850948,0.9661654135338346
0.8598915989159892,0.9661654135338346
0.8598915989159892,0.9699248120300752
0.8785907859078591,0.9699248120300752
0.8785907859078591,0.9736842105263158
0.8794037940379403,0.9736842105263158
0.8794037940379403,0.9774436090225563
0.8932249322493225,0.9774436090225563
0.8932249322493225,0.981203007518797
0.9005420054200542,0.981203007518797
0.9005420054200542,0.9849624060150376
0.9273712737127371,0.9849624060150376
0.9273712737127371,0.9887218045112782
0.9336043360433605,0.9887218045112782
0.9336043360433605,0.9924812030075187
0.9417344173441734,0.9924812030075187
0.9417344173441734,0.9962406015037594
0.9701897018970189,0.9962406015037594
0.9701897018970189,1.0
1.0,1.0
